N,P,K,temperature,humidity,ph,rainfall,label,Family
56.71534011695014,103.55107700163208,75.83336344434154,19.731512672675123,49.08786193975364,6.62970479938645,67.6093381189743,Cardamom,Spices
81.99062093371423,30.17405246131263,79.82079712884727,19.01954088928586,97.54605080020596,5.492903375205403,116.97155691289863,Cardamom,Spices
62.30301963730068,73.69353047313425,35.44078755063869,23.579068701470007,89.72691382848225,6.187542478650301,31.59721920222816,Cardamom,Spices
98.19108906707817,93.30794554357855,66.41534293843276,28.80421662126119,79.26053919095675,6.533996559971648,98.27926763372085,Cardamom,Spices
-9.979184969991344,107.57903780523301,-17.786215701402334,25.40757357740592,56.89442967723068,8.714912866673586,26.88585200888525,Cardamom,Spices
22.756566282142238,88.1990542990166,38.213362951708234,29.828366615237723,53.79785218204977,6.998248104879671,121.42440751436658,Cardamom,Spices
34.17579811564627,52.009999077440774,38.17111891983742,21.2808592903258,59.09323232528905,6.746756245221128,73.58325058984786,Cardamom,Spices
33.593257997940896,59.92180995346702,109.9464400155002,27.5169258266374,104.04546005959122,5.777441944524295,68.87729689297252,Cardamom,Spices
57.86197305195424,39.602459713045654,53.74563660679405,34.36286510363988,108.17084801027838,6.090494427259658,44.166659300817635,Cardamom,Spices
104.26122879834134,76.7650760331446,79.08408049152052,26.107592547291677,123.87072062257832,7.377335514748041,60.39436993107084,Cardamom,Spices
48.54419014374721,16.366400645749067,31.196614843614146,23.34467299880538,94.39937613941518,6.684938954561987,106.99561519948095,Cardamom,Spices
-1.60269474115524,37.69795538887185,63.94789549759125,16.978589909332634,79.29347908348544,6.956672882082422,24.118546101410956,Cardamom,Spices
-32.65933210192879,69.37534646529006,19.440630594408454,36.926652950106416,35.073328399038054,6.2213454163903235,73.36167795247077,Cardamom,Spices
140.65292239880972,38.64466550353263,-60.48581884207726,27.450010237544067,96.09212868524466,6.3614101841534385,112.68093503447454,Cardamom,Spices
51.64408636137204,34.90434656954193,74.98363443463131,29.186287164725734,57.98394342000091,6.004577114681661,15.742427702387786,Cardamom,Spices
85.98841394631313,26.334779176303876,67.49166982434717,27.781460732572313,78.57951137374158,6.227629860120993,73.2211140171989,Cardamom,Spices
51.20716713284962,43.15644260643393,114.13439373414178,20.295648267673158,54.35161791243641,6.364919412284852,157.26320067210048,Cardamom,Spices
103.76028509682193,93.93774934876217,20.55508697313638,28.561123782884255,77.057245101824,7.303750068139922,76.26443732723743,Cardamom,Spices
67.93653089616113,51.99190121293567,37.3206350471354,20.560609451865098,46.981473081625815,6.2263741116291715,108.059559068745,Cardamom,Spices
50.07160249732311,28.85647066788581,55.81049271311595,29.143393227686026,49.357666958273455,7.530441817948875,111.25018116046792,Cardamom,Spices
40.21464716184589,89.38094010098582,-13.870109146427012,23.809075217257547,38.506815642084,6.255637765883759,115.02335374225623,Cardamom,Spices
26.169447449453145,67.02074396364326,64.11200278012564,27.544849902891098,93.13328479100596,7.082244512974296,73.97605669802878,Cardamom,Spices
81.61235879594521,35.94399782801031,67.63365858970724,28.402391952623805,55.80923354613348,5.94208633743947,61.31377520533845,Cardamom,Spices
25.038218309702206,80.79091865265244,76.90506998173365,24.43966423422583,47.08699796871417,5.394823246078483,188.80421335221115,Cardamom,Spices
14.776545650872848,44.38938598124318,90.86207501720398,36.99516523578306,41.96322453165217,6.551392008724016,118.87073967160586,Cardamom,Spices
22.46453625287954,53.39258778851626,127.21157948850441,26.04417811189667,62.69975542247692,5.183246439487267,48.70733830324429,Cardamom,Spices
0.469864095165633,44.76820721371347,105.17901613044438,20.511616053679752,67.24238259284182,7.807712493203299,32.47307728143544,Cardamom,Spices
24.148034918866696,86.227739187209,35.14038545731727,29.869992382876795,57.73440976742949,5.256173655146634,183.1170591256539,Cardamom,Spices
54.031584281827854,78.24305710816171,140.66069445446644,14.009406931385934,58.90999920320472,4.459617067687626,80.66217451030528,Cardamom,Spices
90.86133227102488,49.61984767172125,47.71262370827345,30.11574304549767,87.2176399240694,7.086144786121298,180.29070467827182,Cardamom,Spices
17.909761375782146,48.244997809134375,110.58196028499904,15.588424399832075,54.741509436210784,8.565220534708143,89.8211512721797,Cardamom,Spices
-16.576693806308022,44.30806079871629,46.99724892006084,35.67125833792994,61.128811214935034,5.804810223105501,136.2573923354453,Cardamom,Spices
79.70398582151111,45.216356178687995,103.4524576373241,22.812832693465737,83.10621823021418,5.235440242323366,36.95254037365609,Cardamom,Spices
63.34551457642719,21.689091254835745,-16.41351818717761,32.197797982119944,107.8468179350983,5.852998493260281,167.7382991988127,Cardamom,Spices
104.23076137415971,57.891829248087234,24.5089094078272,34.81627914142308,75.63311617399684,7.947626716433873,-9.157638029555343,Cardamom,Spices
-12.771654154484104,43.399641395577035,161.15991258618848,22.202763870183173,36.84214224404878,5.363895663760028,-19.153747125837285,Cardamom,Spices
31.024872095006632,49.375946698867686,78.89247820668156,28.807354343205436,42.59275238853519,6.499897389725853,139.89078040434913,Cardamom,Spices
43.64601356075087,73.79980523176887,62.067592174277955,37.528646836484256,73.46881661243401,5.493112724233541,36.706819684170455,Cardamom,Spices
64.54141313548114,68.50863950121537,26.810604076297064,30.898115902692034,88.50130366303523,5.606192813197267,215.80371558376658,Cardamom,Spices
9.238960617243066,86.29385086871505,57.156892994159634,24.459927476591474,41.01995065571802,6.8315060253610795,61.12831838538341,Cardamom,Spices
108.5873854682348,62.21432236628941,42.72259176940192,24.270213254493928,105.93669784479252,7.594563524189814,132.56182635293905,Cardamom,Spices
13.69742614530324,34.12267473822155,10.649777250856587,19.497867289463848,46.79684885753842,6.401320965339617,68.2442083702698,Cardamom,Spices
53.66428137079911,-11.10871567587941,123.15229437348682,25.323565570248828,101.31396030950798,6.886133722057608,114.66873645779863,Cardamom,Spices
-41.300615494990616,64.43474866829354,79.07374469931473,29.257012912699192,88.34948106357089,7.243497653956765,116.82069118026418,Cardamom,Spices
55.987966498631764,33.220047749434244,-10.727200499078293,28.823847987504028,92.06109846001145,7.444954237670715,104.18490297517569,Cardamom,Spices
106.98797549537318,38.68045795557931,3.147294735867554,27.06934475529492,92.33391302921342,5.91894750295023,108.216730717996,Mangoes,Fruits
36.01564000506056,68.18601751675386,68.99640297643809,31.690860319356567,28.517822535497537,6.320249938235756,4.056468824322863,Mangoes,Fruits
74.11973088722476,53.82650297106077,166.12760469980768,20.058650629066225,50.82825145539148,7.135482132222083,43.44519588735356,Mangoes,Fruits
23.132243392293088,19.143732792533932,79.8214467049209,34.045282279528436,74.4752562333847,7.21532021297883,123.64535495133796,Mangoes,Fruits
37.244076092472525,48.5714348065946,65.55210908263449,22.885682384282628,69.83344312350471,5.975407295289286,127.9713266446743,Mangoes,Fruits
36.20122180433067,26.683858695611303,24.687514259353353,26.3701852990979,38.31380522166741,7.054044613403803,206.61223498512436,Mangoes,Fruits
108.38915386253454,71.94742754142192,41.45724027358341,37.42789471581937,51.90760171775509,6.55009759540476,57.28710401275689,Mangoes,Fruits
53.70875856888354,67.93103869974252,-6.655338097384423,11.988547759830187,46.53582016509314,6.069357141576269,115.94466017080724,Mangoes,Fruits
114.80763734374483,43.68568071495297,-46.50764096005825,24.666607069389197,64.08775232303175,7.194690231972312,109.96040913208242,Mangoes,Fruits
105.44286901862192,75.65351877759858,53.01538852662337,20.42591092837491,35.35569438566581,6.5374749056154515,119.27471409993119,Mangoes,Fruits
70.64489459579593,87.51533387205689,47.024943279901656,26.66029087006607,77.80038782697407,6.59712775712272,43.49572424281429,Mangoes,Fruits
95.13168059501533,95.77694979920639,25.912840689002795,26.172400070652618,85.67943070035727,7.243888721372746,119.37760532200244,Mangoes,Fruits
125.4407655634345,22.97868517815456,7.3692185482926575,27.181599178308304,61.80975216225025,6.89295957677245,131.43793967244363,Mangoes,Fruits
28.246828172599454,77.77443138396397,-17.372469016011316,31.497489163734674,58.26668753487892,6.275758421625038,168.22019773557236,Mangoes,Fruits
44.70842871574893,78.03690619087112,18.40574820253172,29.496210158261277,47.91928258471199,4.769873338667265,-19.235461730916057,Mangoes,Fruits
36.1040215357574,100.24560531075106,-14.413727077136087,33.319443054332375,39.055662743173585,6.855661960525079,201.46955516548843,Mangoes,Fruits
18.694932189125765,41.31959064733336,53.39382011524505,31.913079766366046,69.86322257046982,6.489447066529883,132.53556567543433,Mangoes,Fruits
40.81652153396992,0.7654114571016848,83.18638700487034,20.15294151296422,58.422503702748315,7.714397990599128,27.428310583068054,Mangoes,Fruits
40.13937079701148,1.1496267016076303,31.472797210365584,28.710943093297384,93.26926029601746,6.903923018912101,57.98284682992225,Mangoes,Fruits
79.9689868631802,76.68173002401736,32.03023732460749,22.481593131631367,40.54966200270089,5.911128282101197,169.2103763184973,Mangoes,Fruits
47.32900197358508,76.03736138457037,45.15933226602318,30.339844183317048,41.40528366631652,5.26884854642204,51.8443961953419,Mangoes,Fruits
62.45788176782584,85.9837755273939,-22.255389629997687,20.073648059690733,46.5043271536139,5.077020027112166,107.09343626613105,Mangoes,Fruits
80.01966984282137,60.367799565718684,141.21608195387932,24.00044999238529,66.19688560107734,7.0502207993007335,26.018338374876905,Mangoes,Fruits
124.32917297501373,4.171468850947392,42.305966116008165,21.97162208099907,67.6724147645975,6.9613940121159725,65.95924845394862,Mangoes,Fruits
85.85319540309416,43.88520605845561,-7.79875507434916,20.569100563327524,72.38118763737786,6.299377308515124,48.01507490992838,Mangoes,Fruits
49.07169372951836,27.949179140883043,18.165689483648727,26.983723303045142,72.831429184145,5.536272738018859,129.35982512654104,Mangoes,Fruits
115.02534804627243,-23.52652003896172,83.15207407231809,36.501173355757714,85.43962230411312,5.5776381898586695,25.166205307550754,Mangoes,Fruits
67.22494868023892,15.987485487125284,-31.886578967569115,29.708412415777108,62.69451339536688,5.426383700006502,113.50225435902647,Mangoes,Fruits
60.39785804974261,15.379958081102558,82.65393925321578,21.788449328047136,80.40530659707366,6.401822661921254,24.845720547501486,Mangoes,Fruits
73.96112138178002,24.64292069547308,31.015772253452223,28.55139542465478,95.91577792109392,5.603756134569231,160.61298888112125,Mangoes,Fruits
2.1115640265749818,76.48519073676674,120.5925493542567,33.097645248727005,85.72806711426949,7.4087722363443635,143.08279380242607,Mangoes,Fruits
52.80085038784247,88.62470836618724,-61.19511092755226,32.87297436538253,70.24608904889207,6.094025836550159,70.41730049910808,Mangoes,Fruits
75.8902853245111,76.75393971650512,68.91009266117977,29.48596624299953,13.24175547663264,6.680433378674093,104.14391526037929,Mangoes,Fruits
78.58008932404617,40.33993267799701,10.017663272245201,18.634818868861856,72.96280715719257,6.89348609054416,65.90141217712645,Mangoes,Fruits
66.11425718678097,54.60091988470527,58.262806406087634,35.78509360841298,67.99632236261563,6.554263720958764,107.34682874309618,Mangoes,Fruits
-12.479798253937268,67.02111532325077,-8.778200206317372,23.847151561841994,56.96211721779756,7.096299095614928,100.52972726551985,Mangoes,Fruits
21.440191570132413,3.846829029082741,141.2674730134445,29.551347409237536,31.095452076307126,7.205829726480708,121.49327608535862,Mangoes,Fruits
52.110213579942794,72.76518142078444,49.49198914982069,31.739891879310882,100.28453376770942,6.84063842187375,140.18536268552342,Mangoes,Fruits
4.042472833089526,41.362993194217935,80.84430510846444,27.400509336602536,71.17652559104621,7.473006627771255,65.84152167356069,Mangoes,Fruits
-23.430144270696978,36.40815459783816,85.24811663350312,29.476945005915795,90.4132941374749,6.72496673477436,75.03597519316332,Mangoes,Fruits
89.56363262607769,65.8238381242567,44.03006601617233,24.930719425801108,73.96157645387589,5.398381324608897,83.39216414464471,Mangoes,Fruits
62.675557834023444,29.11029571825386,28.53580363657988,17.921707699116816,79.81155072153184,5.795077098776166,79.84432036174398,Mangoes,Fruits
82.93742286877401,55.68675113408122,-2.576419329011742,25.863429522767795,81.48062923827779,6.293547664162729,90.80920906986279,Mangoes,Fruits
32.63423921212613,55.2775579295595,-26.59699419799592,25.565084809485143,60.78008943606093,6.7751712142886795,158.82812971387747,Mangoes,Fruits
94.74197777624444,58.39190157705117,23.551087340810664,21.531798009916322,80.1584297205076,5.169602821898226,104.54287024279597,Mangoes,Fruits
60.579028691752455,65.48641687009162,38.749914188471244,30.2001737520022,89.13991950567753,6.903949529869198,106.30701855740129,Mangoes,Fruits
66.36358330863915,45.54743812628388,45.6517784908134,24.13072390741884,54.86786725652516,6.675634044716113,33.694860408669214,Mangoes,Fruits
56.2846624288985,67.37045995898183,61.599011789796215,29.842521062355292,93.10006977569778,6.891956764592074,95.74684672854706,Mangoes,Fruits
-19.968289943328706,54.12385952120788,116.42567946599698,28.34253876620665,69.81111382593144,7.163767589886563,128.6962259801876,Mangoes,Fruits
99.80790874122647,46.25108358242823,-47.76667730617596,23.144436344456473,48.21847691272404,6.227990522526451,135.83804327461098,Mangoes,Fruits
65.87117740066469,90.2562967492017,92.00235411659179,32.25156289421476,46.971656211131275,5.436152983551209,79.15130849371877,Mangoes,Fruits
-33.6777727766602,53.68465819831789,63.34789210558121,34.30556270524046,104.61827364365641,6.163652520534613,98.3818520240189,Mangoes,Fruits
51.55506738996761,12.134726092267947,-49.330746926246015,28.2000223865952,91.55314350651614,6.771361934730335,164.2336621323817,Mangoes,Fruits
12.515693899567921,47.365031150192614,29.260121499799858,18.684306381394954,112.26819249550051,5.975607099146726,57.00109210599558,Mangoes,Fruits
91.28418934243516,36.528327821991994,-33.04332037050387,19.69700745255917,88.33788924046912,4.953664142204723,172.29527549065796,Mangoes,Fruits
37.25457902276016,46.49061607250397,82.703202956435,33.29580494327889,51.17374183229161,6.429366139651088,79.11668136708604,Mangoes,Fruits
64.63867838779224,12.879774906467127,53.87958831422825,33.83374617070853,70.54366516123994,6.620705677020537,62.413062938659294,Mangoes,Fruits
22.865382796096483,41.049977278602626,24.439081622844743,17.648882106526255,52.292711680615255,6.360559717898758,100.97645145271099,Mangoes,Fruits
77.10835002205174,46.396869628787414,-2.8120039281765585,33.15785229939643,110.9831090148781,8.266199545905973,149.73311106710798,Mangoes,Fruits
73.86709994029579,71.05505866693544,18.66247727312372,28.679654939698246,68.2746192137325,5.544164332089199,159.67037338813316,Mangoes,Fruits
78.87504845472614,88.78372755958685,-86.71231725869882,26.20880831740602,86.65087596836675,7.28328453848639,215.27480820655248,Mangoes,Fruits
68.3661302388653,-7.9801504442266165,10.751537044436361,26.881188727316353,26.955214318429988,5.933770128820402,145.71904169903422,Mangoes,Fruits
57.256645790149946,44.19036163328876,16.454846450391223,21.505797670929688,103.12632732487924,5.995891122854886,105.3015112160781,Mangoes,Fruits
69.02916584238531,41.92112378671034,22.348081195364568,26.737339817688728,73.97679975716561,7.496401781083986,221.41171714236538,Mangoes,Fruits
107.06605333205752,145.8294346992393,65.91200299061222,23.212902574732905,65.14696690792275,7.172596915700316,119.87780086275728,Mangoes,Fruits
-3.8035052520684687,74.46745261322054,37.5667126091744,16.483591191123132,91.34777349505828,7.10301472962257,86.33782673746936,Mangoes,Fruits
27.45260507177029,43.00451021749093,29.763699708009312,19.693063338596417,65.95353788287969,5.538091751092677,142.31873243715233,Mangoes,Fruits
67.08097130479018,71.25184413823416,34.82847002288412,25.67297128695089,100.71906969725438,7.473085836279908,22.974610248343694,Mangoes,Fruits
31.37853961485108,93.88433930697403,-32.85671915033421,18.214012761310528,67.6525118416433,7.524473952853746,102.64257440987782,Mangoes,Fruits
3.679075461093859,51.004768554747564,55.10222584299002,21.252287685532373,81.26540525254504,7.428837847407503,149.0630557029144,Mangoes,Fruits
22.759350064937554,40.008937341134846,96.01055867244963,28.33037332671675,73.10085730527716,5.904046343167977,110.73007485735185,Mangoes,Fruits
67.0790435576894,42.36566652986417,90.82929083835624,18.89939860945975,87.6266603495323,4.802554256423221,97.36460707352737,Mangoes,Fruits
18.19384333297456,-18.11744411761022,-3.2579011732791656,27.262540733707848,88.00567286077577,6.4201689619034195,137.97479271496212,Mangoes,Fruits
39.892741122811806,105.38270422716458,5.834404763085537,22.685735804714167,77.07913668650866,6.992592605559773,-28.09395763218113,Mangoes,Fruits
70.68514156814464,143.44967072132147,0.7118640016498219,23.185999422490248,55.59284783942702,6.7023295168929815,161.86993559573034,Mangoes,Fruits
86.54576227790204,24.7150133411977,17.712986359101652,28.581470520425313,41.83155174111627,6.787682436501218,158.85896168717824,Mangoes,Fruits
3.3393347126628896,71.82500270219342,-11.794062152960613,26.646449247031647,120.75545662760605,5.613438829602223,124.81173710668419,Mangoes,Fruits
59.57156785268597,73.16508359944777,15.997839751149094,27.36746036611657,80.29900886425737,5.846678551318499,103.58591414993438,Mangoes,Fruits
11.831887705587135,49.1319836159132,69.46652728822288,19.08468684995944,86.56276429174207,6.4202799521805085,164.60881424100793,Mangoes,Fruits
80.40265459905525,108.34927189300933,105.48325019561452,26.189668853738272,63.14665882042409,5.579842592803157,28.15016213006689,Mangoes,Fruits
63.27564117218729,-2.8920437746165604,88.72995820095404,19.84992971304125,85.06535783500485,6.484101404466431,69.30716996338828,Mangoes,Fruits
81.7617009696375,48.853337780897974,96.01391381981341,31.718398228872626,64.14892010244041,6.4879874535766975,101.67835747360266,Mangoes,Fruits
30.28745316727285,69.79496479458888,152.7385053370898,25.426199763043346,51.40036522475086,6.856133507236622,157.44614785875729,Mangoes,Fruits
54.61945817990395,26.94063254671651,85.14549700464309,25.13345719489354,13.380686917730742,7.9433332920358275,61.329838708093035,Mangoes,Fruits
72.09982765270476,77.47515075846813,124.31790100238615,26.904927520778415,84.56529056158334,7.407683137079905,164.70898353871928,Mangoes,Fruits
24.941486225025805,73.9206793528009,8.191137823078058,16.79566834494385,77.86487880562994,5.624528870133689,97.7415004872783,Mangoes,Fruits
17.752787777105354,54.91492225361647,-11.762721184108173,19.614534104873705,105.51438314088654,6.39803525774779,75.27167470620759,Mangoes,Fruits
103.87317327204983,35.073360952332465,14.131697716335367,25.41080271648992,71.01928031681801,6.389580419945413,104.86445700480814,Mangoes,Fruits
56.67648044463267,83.82815807188621,20.454782975876885,17.195791927315145,71.46866768481668,7.386233168966703,60.49260938693711,Mangoes,Fruits
-8.242550826514375,38.10528420927662,69.2839868218957,34.02251915601925,93.11434774186304,7.495182818372747,149.00314880803592,Mangoes,Fruits
75.8721369374159,41.42398640492398,63.24558472167428,31.701846766335507,80.729929043595,6.519294292652606,74.76321440303076,Mangoes,Fruits
19.426098512722778,116.04918067458664,91.54622228577071,26.50013632001701,47.70026401816371,5.183659752845366,44.17524884585476,Mangoes,Fruits
32.46992071629715,35.24126848322711,57.46826318353721,22.749582138237948,92.20606069358183,4.997498594481619,174.0092412974621,Mangoes,Fruits
-3.182315744913055,63.47647942101536,99.54346531049708,27.60594654409337,150.73026520296884,5.785797634300256,52.55078737733796,Mangoes,Fruits
-20.79566665590729,74.93513682709614,110.72316793556993,21.690733926183196,79.70361639539384,7.129398334234697,98.22646551255973,Mangoes,Fruits
92.54701898124134,10.164752538930749,57.463939401775654,22.909271034000824,62.313407226826385,5.706327565996024,148.94901947628807,Mangoes,Fruits
47.37233567433776,74.76951924162108,-24.108689819014707,25.71622793210978,67.33915164864852,6.867483817984167,89.85329555094889,Mangoes,Fruits
-2.140244020847547,78.74937579000137,-42.282782819801746,29.49525899824134,76.61485241877243,7.2479667041788645,139.3180978917762,Mangoes,Fruits
79.7677278074373,91.99436517769664,89.0211486884059,18.542712455967056,84.02811698952006,5.849753226448535,110.30109381752706,Mangoes,Fruits
39.817028052104455,121.35316372823677,-7.825070501711629,26.279670148710988,53.86592390588487,6.133740555669472,-8.682681387995657,Mangoes,Fruits
24.057597910357156,7.847643006421762,67.86453763712389,18.95138020375383,68.65301017175206,7.967968050415552,87.60621646599444,Bananas,Fruits
31.24371482716255,57.26385037379215,29.194018458855652,23.666899912717856,50.38976592449882,6.719542167863404,122.1696854962039,Bananas,Fruits
31.254639358716897,75.29274288527411,-3.1129197990051054,27.31243227011909,49.407753319197575,6.949115195040319,56.069397607837516,Bananas,Fruits
26.9624085967407,103.38217160283874,27.064500973163806,28.772692170500015,108.60751571238204,6.8596353185966175,77.0048249322411,Bananas,Fruits
77.44020776707768,42.499140235124926,18.779078084954744,31.50464574585382,54.33246014852579,6.4403353117938185,188.67154554260762,Bananas,Fruits
9.428369033299191,62.867693425038695,14.736782188935194,31.70071981186802,42.13952548884387,5.911923124910188,40.49380997452698,Bananas,Fruits
79.57693727483593,38.47726665753774,35.7403728459893,16.020851654481618,99.26722305310273,5.6592016210479406,69.13586288612849,Bananas,Fruits
20.04928513041481,76.03692950771517,38.99463235648451,24.99373099048122,38.54606792817229,5.987635833847182,49.70540012422641,Bananas,Fruits
7.455224392554925,75.91732526774261,-20.30978161147717,29.29975135085453,79.5960897904834,5.326871119910555,75.78510153168035,Bananas,Fruits
47.028703596578914,52.49211896615455,92.32319870005595,25.652438839914442,52.320528534029535,6.403047905064641,53.56964891801271,Bananas,Fruits
81.78855681206925,80.12436502157722,102.7698174700416,37.58435969332638,84.03005150786129,6.407756084721694,143.87713844424962,Bananas,Fruits
66.5904884705014,96.98435137423706,95.61047719531842,24.607470359459704,39.670060492616585,5.905934993410761,73.17100422879236,Bananas,Fruits
54.23922922902352,65.29675249327252,28.281209745605555,25.631169832094876,67.85064349104239,6.811482473758839,40.34934122486583,Bananas,Fruits
71.30777482292791,10.213357470415119,108.24072420826448,23.97047351777613,74.61022644831363,5.002393625020964,186.340864082908,Bananas,Fruits
56.21017179187018,47.032044731562756,80.79608191367919,20.060568443144174,85.8752268818105,6.596957022362334,138.2795928180855,Bananas,Fruits
19.87383778494251,96.38301325045708,122.00331025655908,28.17691551131573,92.19798784163521,7.4060366333777825,87.4577264252471,Bananas,Fruits
90.09496387064354,120.99249065421952,6.176064291754166,26.522297376953077,95.49201275836474,5.8711729793876986,22.62843788165962,Bananas,Fruits
65.32008198450339,53.2294699623861,38.12289542185553,15.268955538528445,95.97899484956696,6.229050884317184,105.22073525458062,Bananas,Fruits
32.138162784033014,99.2260542451952,95.30648882390948,24.82501309201621,45.51579419102709,6.011043895621443,62.62560102932964,Bananas,Fruits
3.595323640244409,74.8168074412386,95.7122962882722,31.47092003851214,47.955092151819514,7.012982459911927,158.32138868370262,Bananas,Fruits
26.22599847994425,27.492274777385525,76.00615681766212,19.934398266914247,55.99451728887114,6.288099909848084,28.270200504467297,Bananas,Fruits
11.796755018593956,-7.84976165612246,121.71480262346404,33.44598704587711,51.9696410520866,6.649445760817039,82.75596807176437,Bananas,Fruits
17.804815290204253,59.08573769207318,79.78086451547165,16.539595561139052,97.38834943256049,7.933079999905754,164.3082820964795,Bananas,Fruits
-23.400564746436125,23.3892328896103,-7.319074458765712,30.16625359322465,88.71756641365282,6.880872702854536,64.25091429353985,Bananas,Fruits
-4.062501901931597,46.529308533125594,113.21186625853272,24.330553289030572,31.56109958703015,5.923598860136409,97.39463766026782,Bananas,Fruits
56.91487707812483,108.82127572010052,92.95573155079248,21.344171337793366,79.90575847229091,5.355640223390041,79.52391272459931,Bananas,Fruits
155.47528753710301,34.61661306923591,81.37420746504071,27.70985883202915,52.079219318176754,5.934768924309087,102.50228374281308,Bananas,Fruits
67.842173418553,64.90359400447214,61.92392928635515,25.557636881179967,57.3741884966038,5.845162624909861,146.80623343086506,Bananas,Fruits
53.970814062523225,50.40230509691498,-79.97448692237043,19.390845109737096,22.116372309815574,7.6404577179539555,100.51276454957616,Bananas,Fruits
60.6385713963509,59.93383465260336,-65.59572541666165,20.90836841625753,106.69098563320051,7.7920863395867945,86.29836549311102,Bananas,Fruits
9.796680824311913,10.42847434182628,85.97437971143572,17.39098717285519,84.34561789702147,6.846579388944091,33.28789888943652,Bananas,Fruits
49.750378843794664,15.564963773376057,-49.89386135741926,28.27822010124734,87.58194321957167,5.671295970177444,124.23878391195268,Bananas,Fruits
60.225221901410464,23.139646778590908,33.379516210371435,25.777674580136427,69.81573621124431,6.536784495676144,113.4729347144828,Bananas,Fruits
84.47333173272523,104.31344440388617,160.1075658402159,22.54680895613702,65.05894006911755,6.811190028853258,100.0471990795706,Bananas,Fruits
69.69255289453984,64.68471167180378,-8.124571189858031,30.52397457374761,73.35596901430739,6.75778499318755,54.83332367358622,Bananas,Fruits
62.34863952930876,94.7225647735363,130.01638566227464,27.279923462456985,82.04012535079184,5.8018788777113945,139.92761243190714,Bananas,Fruits
22.476988343626616,72.13869176806057,95.64694754871886,24.62332968448121,83.5705243922949,6.738586236851572,166.06781065389413,Bananas,Fruits
56.81195673070897,111.19988307499116,45.919300469563936,19.397705993568447,76.04265759036521,7.310756015106206,120.22093967888132,Bananas,Fruits
74.98135374043332,55.29837716465593,-58.283861788136825,27.933521928902035,93.869210678765,7.319306943866931,137.54620670870008,Bananas,Fruits
57.84898984012408,41.92552413737391,118.63610763357897,31.221120901680212,78.48711345801112,6.1462509914369665,149.05147582097987,Bananas,Fruits
77.35093665822998,5.790508931884652,88.70702049055639,24.118681581460965,48.617758098643534,7.146214511743344,54.29615655649843,Bananas,Fruits
75.19531122608869,32.89054610799753,46.344726754040146,35.59015409792179,81.17875463976898,5.981814045650521,76.244572849385,Bananas,Fruits
40.97953540469952,50.090192654515235,62.07206754793276,23.019546512417627,48.913830805985796,6.932843469066927,94.81992868892891,Bananas,Fruits
74.96017705388905,76.96349569351308,94.22233220009497,21.244008194991903,37.32503267938034,8.275692836368632,88.38482267067288,Bananas,Fruits
96.596217627028,89.82915644127175,35.8736366229605,25.93143269416928,82.01936682353555,6.942466871950415,55.4259685147188,Bananas,Fruits
-4.01079728564175,24.469899879666087,68.32595136708089,28.250612084841944,49.63392853822716,8.334171465746836,163.77572093199836,Bananas,Fruits
24.892154096948474,51.29611701315571,-14.447077140850396,28.79467208111978,56.23623712924467,5.9463101388812,66.20147201008572,Bananas,Fruits
67.1204028290695,77.03128381858514,99.59768918884461,30.688972573872714,56.55049710267312,5.962116708123605,39.51826042610991,Bananas,Fruits
27.703985178644746,103.120649243776,43.363104755673376,25.503197522992487,55.80991237466108,5.755761601480684,145.86052539188,Bananas,Fruits
23.764273116329797,60.28446043955702,52.49562675284882,25.758866174323142,110.97387168030525,3.825262353805742,107.95388433674421,Bananas,Fruits
101.12012570653431,79.9647020534363,74.56823351136686,35.7417214855346,77.97440313733979,6.601416281161176,25.65163202109214,Bananas,Fruits
58.65403437470869,4.85098259048582,-16.760184972985677,29.108795588171297,72.10260751396048,5.524341214970036,50.68213157210403,Bananas,Fruits
94.78349114214387,83.34796358895476,-1.5110076887217545,22.558130084393493,102.22457338029068,7.689842564851213,78.26885662371373,Bananas,Fruits
43.391151510453426,58.91851634022407,41.83834731260378,25.935807202525822,72.70666869754807,4.588630298683592,97.29818699219862,Bananas,Fruits
87.34900490265467,23.8809661528907,81.37755308282843,37.408855976298156,88.4353538146897,6.05897216035802,95.6254700474954,Bananas,Fruits
2.361424727814125,85.31460328894703,-12.755672886128387,28.020168413041063,56.60237300039655,6.821644465960734,49.96549344765051,Bananas,Fruits
51.4874014327831,15.829895095318221,25.231663393665873,38.058438183995406,61.628774975444436,5.7598347030866694,57.33360297269334,Bananas,Fruits
47.377233582680084,72.60593924547955,103.98925399210526,32.87154363052508,93.78768715492126,6.644296617292692,151.14593687810736,Bananas,Fruits
71.63262716433722,80.95623035969462,33.06477414180847,18.344682623332385,92.95675948236678,6.501187538217896,63.57602590863675,Bananas,Fruits
59.40100109255073,8.431935984743454,26.918550498845185,26.281935105409055,66.01557830506886,6.308367469340053,79.25734250697006,Bananas,Fruits
88.06183185323931,100.88553078492299,79.43790211859258,15.144962866580816,57.596252391256186,7.958405747428135,118.38063389837903,Bananas,Fruits
33.53148563015029,59.399387795435246,3.119634635815288,30.297120229010176,51.15848349483758,6.084228446489148,145.27673030039355,Bananas,Fruits
130.14615337995082,-1.7355733344774578,100.64713214784919,33.19516125507481,57.3787471089654,5.971508423550373,14.751446609989472,Bananas,Fruits
